epoch,train_loss,train_acc,val_loss,val_acc
1,1.3767986242901917,0.5264812195505265,1.3286858764712808,0.5715333822450477
2,1.321703522212472,0.5775577557755776,1.296007150162342,0.6023477622890683
3,1.2918500025729873,0.6083608360836084,1.272505947534249,0.6294937637564196
4,1.2665161344215552,0.6358635863586358,1.2680899838883477,0.6316947909024211
5,1.267901654346885,0.6344491592016345,1.270478120465884,0.6331621423330888
6,1.253196599946988,0.6496935407826497,1.2444921228173718,0.6595744680851063
7,1.2496860605093287,0.6525223950966526,1.2487718389914129,0.6500366837857667
8,1.2411435509222626,0.6611661166116611,1.2429067732565384,0.6551724137931034
9,1.2366813590798984,0.6676096181046676,1.2399493385043463,0.6595744680851063
10,1.2348394243293412,0.6676096181046676,1.240949248795289,0.6588407923697726
11,1.2355402663839552,0.6663523495206664,1.241433892019164,0.6581071166544388
12,1.2322847437187876,0.6701241552726701,1.2391241169640534,0.6603081438004402
13,1.2321524513455357,0.6727958510136728,1.2381010947643791,0.6603081438004402
14,1.231100431969382,0.674053119597674,1.236023919685571,0.6661775495231108
15,1.2328168254743184,0.6687097281156688,1.2369939719414937,0.6639765223771094
16,1.2292147116636343,0.6753103881816753,1.2369867803765322,0.6625091709464417
17,1.2286736751041116,0.6746817538896747,1.2376809404426345,0.6617754952311079
18,1.2295354340560927,0.6743674367436744,1.23802830214371,0.6617754952311079
19,1.2274307999692584,0.6786107182146787,1.2384760086797042,0.6617754952311079
20,1.2317041017228696,0.6694955209806694,1.238999056711148,0.6603081438004402
