epoch,train_loss,train_acc,val_loss,val_acc
1,1.4693497811288518,0.468961181832469,1.4170661057432348,0.47909024211298606
2,1.4065857974871814,0.49724972497249725,1.400510576658186,0.5113719735876743
3,1.3687127325007624,0.5373251610875374,1.3453819407143317,0.5451210564930301
4,1.3438510005248898,0.5558698727015559,1.367025818968204,0.5304475421863536
5,1.32818447919681,0.5752003771805752,1.3356029477437803,0.5612619222303742
6,1.3273355107664893,0.5744145843155745,1.3175912518231903,0.5862068965517241
7,1.316510132249751,0.5866729530095867,1.304435176090204,0.5994130594277329
8,1.313032815258926,0.5868301115825868,1.304768940235706,0.5979457079970653
9,1.3123932736822592,0.5855728429985856,1.3016585286539963,0.5979457079970653
10,1.3115380259218146,0.5879302215935879,1.3014427173338825,0.5986793837123991
11,1.3116607543864978,0.5869872701555869,1.302918774278743,0.6008804108584006
12,1.3120138086314173,0.5863586358635864,1.3003892935293173,0.5986793837123991
13,1.3079525231190978,0.5898161244695899,1.2994165005092664,0.5994130594277329
14,1.3092991514024581,0.5902876001885903,1.297821020432806,0.6001467351430667
15,1.309158396031447,0.5893446487505893,1.2978078208246042,0.6023477622890683
16,1.306379499458656,0.5913877101995914,1.2979591992176025,0.5986793837123991
17,1.3073137283475074,0.594059405940594,1.2979050297467742,0.6016140865737344
18,1.3081456925459447,0.594059405940594,1.2979426732066792,0.5994130594277329
19,1.3078390837427618,0.58997328304259,1.298300857764347,0.5979457079970653
20,1.3058207967306446,0.5915448687725915,1.2981664695375907,0.5979457079970653
