epoch,train_loss,train_acc,val_loss,val_acc
1,1.4585046458128168,0.5183089737545183,1.363603391895728,0.5627292736610419
2,1.3499967345047836,0.5696998271255697,1.3357409105000038,0.5715333822450477
3,1.3266162601222449,0.5879302215935879,1.3202917696532308,0.5891415994130594
4,1.313894865030615,0.6083608360836084,1.3064798711418493,0.6111518708730741
5,1.3037386096237629,0.6137042275656137,1.2978921130747805,0.6258253851797505
6,1.293179123727252,0.628948609146629,1.2918447877935688,0.6192223037417461
7,1.2865850420543725,0.6368065377966368,1.279512759437477,0.6390315480557593
8,1.2800054268774776,0.6430928807166431,1.2777995078422004,0.6426999266324285
9,1.28018704701684,0.6404211849756404,1.2775772157523533,0.6434336023477623
10,1.2793401601684369,0.6432500392896433,1.2767738537672944,0.6382978723404256
11,1.2768137102960397,0.6484362721986484,1.2772310283021373,0.6397652237710931
12,1.2754710449768503,0.6476504793336476,1.2737011402211291,0.6441672780630961
13,1.2761693833366272,0.6476504793336476,1.2734057006814947,0.6471019809244314
14,1.2742801675552207,0.6484362721986484,1.2715470205749209,0.6478356566397653
15,1.2761403072672821,0.6424642464246425,1.2714474235312168,0.6507703595011005
16,1.2741316041537243,0.6478076379066479,1.2720108593725932,0.6463683052090976
17,1.2752555771929166,0.6478076379066479,1.2710604182255243,0.652971386647102
18,1.2738602353064084,0.6496935407826497,1.2707520433847115,0.6485693323550991
19,1.274802109326991,0.6501650165016502,1.2700048855622725,0.6515040352164343
20,1.2733966654695543,0.6495363822096495,1.2711614669462554,0.6551724137931034
