epoch,train_loss,train_acc,val_loss,val_acc
1,1.3396885565349035,0.5585415684425585,1.297784369654806,0.6008804108584006
2,1.2970222823934212,0.6036460788936037,1.3518590760948197,0.541452677916361
3,1.286924222889663,0.613075593273613,1.3173533242499225,0.5840058694057226
4,1.2768732507555212,0.6242338519566243,1.3004739737563158,0.5994130594277329
5,1.2791576484792284,0.6203048876316203,1.3165113069691032,0.5840058694057226
6,1.2725552074305577,0.6273770234166274,1.2590568307910173,0.6426999266324285
7,1.2589334319002425,0.6427785635706428,1.259764278101204,0.6412325752017608
8,1.256151678800845,0.6457645764576457,1.2584571156183413,0.6419662509170947
9,1.250214229996954,0.6512651265126512,1.2527429761032978,0.6500366837857667
10,1.2494597715456943,0.6525223950966526,1.2477082942919266,0.6544387380777696
11,1.2490470062612868,0.652993870815653,1.2492799324230157,0.652971386647102
12,1.2482455386205717,0.6528367122426528,1.2444778878463163,0.6595744680851063
13,1.2490959991247947,0.6542511393996543,1.251143125427705,0.652971386647102
14,1.2430309295167192,0.6597516894546598,1.2433614033771103,0.6588407923697726
15,1.2449920411456892,0.655979883702656,1.2440927026032178,0.6573734409391049
16,1.24117012966659,0.6608517994656609,1.2447660052417746,0.6581071166544388
17,1.24132605717839,0.6616375923306617,1.2398359879621756,0.6632428466617755
18,1.240094412615253,0.6616375923306617,1.2445414864833269,0.6588407923697726
19,1.2400609779597715,0.6619519094766619,1.2410586271230035,0.6625091709464417
20,1.2433895424591488,0.6572371522866572,1.2431503717985035,0.6617754952311079
