epoch,train_loss,train_acc,val_loss,val_acc
1,1.4357850746446748,0.4783906962124784,1.4257408411994368,0.47909024211298606
2,1.4220330532328167,0.4827911362564828,1.4257379025111545,0.47909024211298606
3,1.422020991868087,0.4827911362564828,1.4256710123683456,0.47909024211298606
4,1.4114809489261424,0.49159201634449157,1.3586265816901941,0.5451210564930301
5,1.354465402317332,0.5464403583215465,1.333393030278576,0.57006603081438
6,1.3567482121575651,0.5464403583215465,1.352397467664997,0.5524578136463683
7,1.3578285743619556,0.5465975168945466,1.3550141596741652,0.549523110785033
8,1.3540578382337092,0.5497406883545497,1.351205000786421,0.5524578136463683
9,1.349606975245622,0.5517837498035518,1.3445509833093086,0.5546588407923698
10,1.3476919244337284,0.551940908376552,1.343624740511026,0.5546588407923698
11,1.3455061180007433,0.5524123840955524,1.3396897910713537,0.561995597945708
12,1.3413745784617137,0.5594845198805595,1.32956151864324,0.5803374908290535
13,1.328111186129444,0.5777149143485777,1.3092406086421415,0.5935436537050623
14,1.324777337284409,0.5783435486405784,1.314356076743615,0.5862068965517241
15,1.3171919581089382,0.5852585258525853,1.310643535541946,0.5884079236977257
16,1.3162190051043574,0.5857300015715857,1.3099024452362005,0.5920763022743947
17,1.3145599678479594,0.5880873801665881,1.3122358613388554,0.5884079236977257
18,1.315356423677597,0.5877730630205877,1.3087974602215795,0.5920763022743947
19,1.3161379888187728,0.5851013672795851,1.3085058721128144,0.5928099779897286
20,1.315792811079893,0.5857300015715857,1.3085143186551023,0.5913426265590609
